OK	01540	01/16/98	Beaumont	9300	29480	3
LA	02322	01/24/98	Beaumont	11160	27270	3
LA	04522	02/15/98	Beaumont	10590	24290	3
LA	04722	02/17/98	Beaumont	8660	30770	3
LA	05822	02/28/98	Beaumont	12720	26540	3
OK	07140	03/12/98	Beaumont	10000	24310	3
OK	07540	03/17/98	Beaumont	9460	30480	3
TX	08048	03/21/98	Beaumont	7680	26490	3
TX	08148	03/23/98	Beaumont	12480	27490	3
LA	08222	03/23/98	Beaumont	9820	28150	3
AR	08505	03/27/98	Beaumont	7260	33420	3
LA	09322	04/03/98	Beaumont	8160	27730	3
LA	09522	04/06/98	Beaumont	8710	30470	3
TX	10648	04/16/98	Beaumont	9910	27920	3
AR	11305	04/23/98	Beaumont	11120	25400	3
LA	11322	04/24/98	Beaumont	8710	31050	3
LA	11522	04/25/98	Beaumont	14320	29380	3
OK	11740	04/28/98	Beaumont	8350	26490	3
OK	12140	05/01/98	Beaumont	9780	28850	3
LA	12922	05/10/98	Beaumont	14070	24960	3
OK	14140	05/22/98	Beaumont	8020	28600	3
TX	14148	05/22/98	Beaumont	11000	30720	3
OK	14440	05/24/98	Beaumont	11190	24840	3
TX	14848	05/28/98	Beaumont	9130	22780	3
OK	15240	06/02/98	Beaumont	7480	21000	3
LA	18322	07/02/98	Beaumont	10920	33800	3
TX	19248	07/11/98	Beaumont	9660	35160	3
OK	19340	07/12/98	Beaumont	8090	27250	3
OK	19340	07/13/98	Beaumont	9660	26170	3
TX	20048	07/20/98	Beaumont	12520	22930	3
TX	20148	07/20/98	Beaumont	8430	33410	3
LA	20422	07/24/98	Beaumont	8710	26180	3
OK	21840	08/07/98	Beaumont	11400	35150	3
OK	22240	08/10/98	Beaumont	13590	29650	3
TX	22648	08/14/98	Beaumont	11200	25190	3
LA	22522	08/14/98	Beaumont	13940	22560	3
AR	22705	08/16/98	Beaumont	8860	25570	3
LA	25522	09/13/98	Beaumont	8920	29650	3
AR	26105	09/19/98	Beaumont	9650	27180	3
TX	27148	09/28/98	Beaumont	14860	30200	3
OK	27440	10/01/98	Beaumont	6860	32190	3
LA	27622	10/04/98	Beaumont	7660	28840	3
TX	28148	10/09/98	Beaumont	8180	25470	3
LA	28822	10/16/98	Beaumont	10800	26970	3
LA	29822	10/25/98	Beaumont	10570	27840	3
TX	30248	10/30/98	Beaumont	8720	24780	3
LA	30922	11/06/98	Beaumont	11020	29440	3
AR	31305	11/10/98	Beaumont	8290	24900	3
TX	32348	11/19/98	Beaumont	11600	25710	3
TX	32348	11/20/98	Beaumont	12420	23760	3
OK	32540	11/22/98	Beaumont	11580	26560	3
AR	33005	11/26/98	Beaumont	10210	22070	3
LA	34822	12/15/98	Beaumont	10080	26800	3
AR	35405	12/20/98	Beaumont	12640	27930	3
MD	00824	01/09/98	Boston	9390	25380	3
WV	03154	01/31/98	Boston	8630	33970	3
ME	03623	02/05/98	Boston	6980	27780	3
ME	03923	02/08/98	Boston	11470	29580	3
MD	04324	02/13/98	Boston	8870	29910	3
RI	04544	02/14/98	Boston	7530	23030	3
RI	05744	02/27/98	Boston	9190	25980	3
WV	06454	03/06/98	Boston	10740	28650	3
RI	06844	03/10/98	Boston	13140	27560	3
PA	07342	03/14/98	Boston	12810	25260	3
WV	07254	03/14/98	Boston	13890	28250	3
MD	07324	03/14/98	Boston	10890	26670	3
DE	07510	03/17/98	Boston	9270	25890	3
MD	07824	03/19/98	Boston	10730	26990	3
CT	07809	03/20/98	Boston	8170	26770	3
MD	08524	03/26/98	Boston	9320	26750	3
MA	08525	03/27/98	Boston	13650	31780	3
PA	08742	03/28/98	Boston	8150	28720	3
VA	08951	03/31/98	Boston	11020	25730	3
MD	09224	04/02/98	Boston	11180	29480	3
WV	09454	04/05/98	Boston	6320	30670	3
NH	09933	04/09/98	Boston	12810	30870	3
MA	10025	04/11/98	Boston	10380	29100	3
NJ	10634	04/16/98	Boston	11360	30010	3
WV	10854	04/18/98	Boston	9940	29150	3
MD	11024	04/20/98	Boston	14600	34110	3
PA	11442	04/24/98	Boston	10630	29700	3
MA	11425	04/24/98	Boston	9930	27490	3
RI	12944	05/09/98	Boston	11010	25990	3
CT	12909	05/09/98	Boston	7760	29150	3
VA	13451	05/15/98	Boston	8720	27980	3
WV	13854	05/18/98	Boston	8380	20090	3
NJ	14134	05/22/98	Boston	13110	28200	3
NY	14236	05/23/98	Boston	10210	32240	3
VA	15151	06/01/98	Boston	11420	29350	3
RI	15544	06/05/98	Boston	11880	28390	3
RI	15744	06/06/98	Boston	10430	24910	3
RI	15844	06/07/98	Boston	11200	29150	3
NJ	16234	06/11/98	Boston	8900	25030	3
NJ	16234	06/12/98	Boston	9860	27670	3
WV	16954	06/18/98	Boston	5760	31670	3
RI	16944	06/18/98	Boston	9600	28740	3
RI	17044	06/20/98	Boston	12140	24630	3
ME	17223	06/21/98	Boston	9450	32780	3
VA	17251	06/21/98	Boston	12550	29340	3
NY	18336	07/02/98	Boston	9610	28110	3
MD	18624	07/05/98	Boston	11750	26930	3
VA	19051	07/09/98	Boston	9210	23000	3
DE	20610	07/25/98	Boston	11540	22870	3
WV	20654	07/26/98	Boston	11000	26700	3
ME	20823	07/28/98	Boston	9200	31120	3
MD	21124	07/30/98	Boston	12280	23720	3
MA	21125	07/30/98	Boston	13720	30630	3
PA	21242	08/01/98	Boston	12480	27820	3
VA	21851	08/06/98	Boston	12190	28090	3
ME	21923	08/07/98	Boston	14510	26780	3
DE	21910	08/08/98	Boston	10840	31880	3
WV	22554	08/13/98	Boston	8390	25940	3
ME	22623	08/15/98	Boston	9190	22100	3
VA	23251	08/21/98	Boston	11680	30070	3
VA	23951	08/27/98	Boston	9740	29560	3
VA	24251	08/30/98	Boston	7030	23160	3
VA	24251	08/31/98	Boston	10570	26050	3
RI	24244	08/31/98	Boston	12030	28330	3
VA	24651	09/03/98	Boston	9670	33340	3
MA	24625	09/03/98	Boston	11700	26780	3
WV	24654	09/04/98	Boston	11220	27480	3
NY	24936	09/06/98	Boston	12000	29620	3
MA	24925	09/07/98	Boston	8830	28460	3
PA	25342	09/10/98	Boston	9670	24460	3
VA	25551	09/13/98	Boston	11250	29750	3
NJ	26034	09/17/98	Boston	6540	27020	3
WV	26054	09/17/98	Boston	10020	25000	3
VT	26250	09/20/98	Boston	10330	29240	3
MD	26724	09/25/98	Boston	11480	28820	3
WV	26854	09/25/98	Boston	11410	27220	3
VT	26850	09/26/98	Boston	9650	26130	3
RI	26944	09/26/98	Boston	7090	26650	3
ME	27123	09/29/98	Boston	11550	31010	3
CT	27409	10/01/98	Boston	10760	32160	3
RI	27444	10/01/98	Boston	11160	32160	3
MD	27424	10/02/98	Boston	6480	20500	3
NH	28133	10/08/98	Boston	8260	26370	3
NY	28136	10/09/98	Boston	10390	27690	3
VA	28151	10/09/98	Boston	10850	21100	3
VA	28451	10/11/98	Boston	10900	28720	3
RI	28344	10/11/98	Boston	12880	32500	3
MA	28525	10/12/98	Boston	9800	32060	3
DE	29210	10/20/98	Boston	9150	21640	3
WV	29554	10/23/98	Boston	7120	28890	3
NJ	29534	10/23/98	Boston	9780	33580	3
WV	30954	11/06/98	Boston	12280	26360	3
VA	31651	11/12/98	Boston	9050	26570	3
NJ	32634	11/22/98	Boston	7980	21010	3
NJ	32734	11/23/98	Boston	8220	24330	3
PA	33442	12/01/98	Boston	11780	24860	3
VA	33851	12/04/98	Boston	10460	28170	3
VA	33951	12/06/98	Boston	6950	31160	3
ME	35823	12/25/98	Boston	11100	29380	3
NJ	36534	12/31/98	Boston	8610	28610	3
UT	02549	01/25/98	Cheyenne	9790	23370	3
UT	03349	02/02/98	Cheyenne	9940	28700	3
MT	04530	02/14/98	Cheyenne	7630	20540	3
KS	04720	02/16/98	Cheyenne	9760	26440	3
MT	06730	03/09/98	Cheyenne	9920	29090	3
UT	07849	03/19/98	Cheyenne	10350	29090	3
CO	08508	03/26/98	Cheyenne	10270	27390	3
MO	08729	03/28/98	Cheyenne	12050	23090	3
NE	08631	03/28/98	Cheyenne	9650	23090	3
MT	09330	04/03/98	Cheyenne	11060	28560	3
UT	09449	04/04/98	Cheyenne	9340	29310	3
NE	09631	04/07/98	Cheyenne	9320	30650	3
IA	09919	04/09/98	Cheyenne	8670	26870	3
UT	09949	04/10/98	Cheyenne	9170	25180	3
CO	09908	04/10/98	Cheyenne	11870	28270	3
NE	10831	04/18/98	Cheyenne	10700	28870	3
KS	11520	04/25/98	Cheyenne	3870	24150	3
MT	12030	05/01/98	Cheyenne	6610	23030	3
WY	12256	05/02/98	Cheyenne	11450	27420	3
MO	12129	05/02/98	Cheyenne	11290	31590	3
MT	12330	05/03/98	Cheyenne	7840	27470	3
UT	12249	05/03/98	Cheyenne	8120	26560	3
CO	12708	05/07/98	Cheyenne	13600	29200	3
WY	12756	05/08/98	Cheyenne	12210	29700	3
UT	13649	05/17/98	Cheyenne	7350	28000	3
MT	13730	05/17/98	Cheyenne	11850	23890	3
NE	13731	05/17/98	Cheyenne	9590	24940	3
UT	14849	05/29/98	Cheyenne	10150	33900	3
UT	15049	05/31/98	Cheyenne	9570	28700	3
NE	16231	06/11/98	Cheyenne	10440	24320	3
MT	16530	06/15/98	Cheyenne	9040	31150	3
CO	17008	06/20/98	Cheyenne	10960	28760	3
KS	17620	06/26/98	Cheyenne	10770	24420	3
UT	18349	07/02/98	Cheyenne	8720	27490	3
KS	19020	07/09/98	Cheyenne	9580	30430	3
CO	19708	07/17/98	Cheyenne	7120	27350	3
CO	19708	07/17/98	Cheyenne	10680	23740	3
UT	20449	07/23/98	Cheyenne	10340	22570	3
MT	20630	07/26/98	Cheyenne	11570	24240	3
MT	21130	07/30/98	Cheyenne	9380	30640	3
KS	21320	08/01/98	Cheyenne	12400	26630	3
MT	21530	08/04/98	Cheyenne	10220	32140	3
SD	21846	08/06/98	Cheyenne	8150	24000	3
NE	22131	08/09/98	Cheyenne	9770	26720	3
UT	22549	08/14/98	Cheyenne	6700	28020	3
SD	22546	08/14/98	Cheyenne	8710	28670	3
MT	22630	08/15/98	Cheyenne	10810	23730	3
UT	23349	08/22/98	Cheyenne	6570	20880	3
MT	24230	08/30/98	Cheyenne	12310	28640	3
UT	24949	09/06/98	Cheyenne	9810	28120	3
CO	25308	09/11/98	Cheyenne	6590	30360	3
CO	26008	09/17/98	Cheyenne	11700	25820	3
CO	26908	09/26/98	Cheyenne	13490	23950	3
MT	27430	10/02/98	Cheyenne	11430	29560	3
MT	27630	10/04/98	Cheyenne	8900	27170	3
MT	28130	10/08/98	Cheyenne	9210	27910	3
MT	28130	10/09/98	Cheyenne	9750	26140	3
MT	28430	10/11/98	Cheyenne	11530	28860	3
NE	28431	10/12/98	Cheyenne	8490	26580	3
MT	28530	10/13/98	Cheyenne	9470	29610	3
MT	28830	10/15/98	Cheyenne	9440	24720	3
UT	28849	10/15/98	Cheyenne	9760	28550	3
WY	28856	10/15/98	Cheyenne	7950	36000	3
IA	28819	10/16/98	Cheyenne	6130	28940	3
WY	29556	10/23/98	Cheyenne	11160	24250	3
SD	30946	11/06/98	Cheyenne	11360	29120	3
WY	31656	11/12/98	Cheyenne	12200	32490	3
MT	32430	11/21/98	Cheyenne	10850	24840	3
CO	32608	11/22/98	Cheyenne	10730	23460	3
WY	32656	11/22/98	Cheyenne	7760	26060	3
CO	33108	11/27/98	Cheyenne	8670	24660	3
SD	33446	12/01/98	Cheyenne	11280	30500	3
MT	33930	12/06/98	Cheyenne	7820	24630	3
IA	36519	12/31/98	Cheyenne	11180	22430	3
HI	01515	01/15/98	Portland	12950	23090	3
NV	03332	02/02/98	Portland	9670	25060	3
OR	03941	02/08/98	Portland	8230	29890	3
NV	06832	03/10/98	Portland	9690	22830	3
NV	07132	03/12/98	Portland	12760	33220	3
OR	07841	03/19/98	Portland	10400	24590	3
ID	07816	03/20/98	Portland	10470	25700	3
WA	08553	03/26/98	Portland	8450	29040	3
NV	08532	03/27/98	Portland	7370	31300	3
NV	09232	04/03/98	Portland	10300	25570	3
HI	09215	04/03/98	Portland	6870	24500	3
CA	09306	04/04/98	Portland	10420	28330	3
AZ	09504	04/05/98	Portland	11680	25700	3
